분류,지역(시),지역(구),기관(시설)명1,기관(시설)명2,전화번호,홈페이지주소,주소,상세주소
정신의료기관,서울특별시,강남구,신석호정신과의원,,02-2226-2231,www.autism.co.kr,서울특별시 강남구 개포로 615 201-1,
정신의료기관,서울특별시,강남구,이도희정신과의원,,02-3447-7575,,서울특별시 강남구 강남대로 532 2층,
정신의료기관,서울특별시,강남구,문홍세신경정신과의원,,02-547-8847,,서울특별시 강남구 강남대로 524,
정신의료기관,서울특별시,강남구,강남연정신과의원,,02-541-5572,,서울특별시 강남구 학동로 315 2층,
정신의료기관,서울특별시,강남구,류한욱정신과의원,,02-3014-9656,,서울특별시 강남구 학동로 342 301호,
정신의료기관,서울특별시,강남구,김정일,정신건강의학과의원,02-540-7576,,서울특별시 강남구 선릉로 603 3층,
정신의료기관,서울특별시,강남구,토마스정신과의원,,02-543-6598,,서울특별시 강남구 논현로150길 26 5층,
정신의료기관,서울특별시,강남구,연세필,정신건강의학과의원,02-516-9114,,서울특별시 강남구 강남대로 598 201호,
정신의료기관,서울특별시,강남구,이정신과의원,,02-517-0471,,서울특별시 강남구 논현로 607 4층,
정신의료기관,서울특별시,강남구,이택중,신경정신과의원,02-3443-9300,,서울특별시 강남구 도산대로 110 4층,
정신의료기관,서울특별시,강남구,김봉수의원,,02-555-1520,,서울특별시 강남구 삼성로 155 301호,
정신의료기관,서울특별시,강남구,마음누리정신과의원,,02-556-6188,,서울특별시 강남구 삼성로 155 419호,
정신의료기관,서울특별시,강남구,민성혜정신과의원,,02-567-9731,,서울특별시 강남구 테헤란로 313 214호,
정신의료기관,서울특별시,강남구,하나정신과의원,,02-555-6018,,서울특별시 강남구 남부순환로 2941 4층,
정신의료기관,서울특별시,강남구,연세유앤김정신건강의학과의원,,02-501-0675,,서울특별시 강남구 테헤란로 528 6층,
정신의료기관,서울특별시,강남구,홍정신건강의학과의원,,02-568-0138,,서울특별시 강남구 삼성로 432 3층,
정신의료기관,서울특별시,강남구,이한신경정신과의원,,02-574-6333,www.yihanclinic.com,서울특별시 강남구 남부순환로 2747 201호,
정신의료기관,서울특별시,강남구,로뎀정신과의원,,02-556-4113,,서울특별시 강남구 삼성로96길 27 4층,
정신의료기관,서울특별시,강남구,성모정신건강의학과의원,,02-558-6100,www.clinicsm.com,서울특별시 강남구 테헤란로87길 13 6층,
정신의료기관,서울특별시,강남구,이인길정신과의원,,02-445-3220,,서울특별시 강남구 밤고개로1길 10 213호,
정신의료기관,서울특별시,강남구,현대신경정신과의원,,02-540-0820,,서울특별시 강남구 압구정로 210 3층,
정신의료기관,서울특별시,강남구,정선주정신과의원,,02-3444-7736,,서울특별시 강남구 압구정로 224 209호,
정신의료기관,서울특별시,강남구,김동현정신건강의학과의원,,02-545-3203,,서울특별시 강남구 언주로 869 4층,
정신의료기관,서울특별시,강남구,백상정신과의원,,02-3452-9700,,서울특별시 강남구 테헤란로13길 16 4층,
정신의료기관,서울특별시,강남구,연정신경정신과의원,,02-569-2916~7,,서울특별시 강남구 테헤란로4길 46 1층,118호
정신의료기관,서울특별시,강남구,변영돈신경정신과의원,,02-563-9937,,서울특별시 강남구 논현로 537,
정신의료기관,서울특별시,강남구,박진생신경정신과의원,,02-563-0609,,서울특별시 강남구 선릉로 517 3층,
정신의료기관,서울특별시,강남구,현정신과의원,,02-555-5303,www.ssmile.co.kr,서울특별시 강남구 선릉로 431,SK허브빌딩 505호
정신의료기관,서울특별시,강남구,메티스정신과의원,,02-3431-7582,,서울특별시 강남구 언주로 413 4층,
정신의료기관,서울특별시,강남구,더나은삶정신과의원,,02-541-7771,,서울특별시 강남구 학동로 443 2층,
정신의료기관,서울특별시,강남구,엔와이유정신건강의학과의원,,02-544-0412,www.nyupsychiatry.net,서울특별시 강남구 삼성로 772 705호,
정신의료기관,서울특별시,강남구,더맑은신경정신과의원,,02-568-0680,,서울특별시 강남구 논현로 507 3층,
정신의료기관,서울특별시,강남구,고정인정신건강의학과의원,,02-569-8005,,서울특별시 강남구 테헤란로 313,성아하이츠 1차 211호
정신의료기관,서울특별시,강남구,노왕구정신건강의학과의원,,02-545-7802,,서울특별시 강남구 압구정로 156,카로시티2빌딩 307호
정신의료기관,서울특별시,강남구,사랑정신건강의학과의원,,02-579-2142,,서울특별시 강남구 강남대로 254 5층,
정신의료기관,서울특별시,강남구,선릉김정신과의원,,02-563-6661,,서울특별시 강남구 테헤란로 410 502호,
정신의료기관,서울특별시,강남구,연세휴정신건강의학과의원,,02-556-0990,,서울특별시 강남구 도곡로 409 503호,
정신의료기관,서울특별시,강남구,유안정신건강의학과의원,,02-540-2667,,서울특별시 강남구 선릉로 608 4층,
정신의료기관,서울특별시,강남구,이상일의원,,02-540-2389,,서울특별시 강남구 논현로 530,
정신의료기관,서울특별시,강남구,장홍석정신건강의학과의원,,02-565-9889,,서울특별시 강남구 선릉로 510 402호,
정신의료기관,서울특별시,강남구,차의과학대학교강남차병원,,02-3468-3135,,서울특별시 강남구 논현로 566,
정신의료기관,서울특별시,강남구,이인수정신건강의학과의원,,02-517-7573,,서울특별시 강남구 압구정로73길 8 3층,
정신의료기관,서울특별시,강남구,강남정신건강의학과의원,,02-555-0710,,서울특별시 강남구 테헤란로 119 5층,
정신의료기관,서울특별시,송파구,다미신경정신과의원,,02-419-0152,www.damihp.com,서울특별시 송파구 올림픽로 116,
정신의료기관,서울특별시,송파구,요나정신과의원,,02-409-1888,www.yonaclinic.com,서울특별시 송파구 마천로 315,현대그린빌 2층
정신의료기관,서울특별시,송파구,가락실버사랑의원,,02-414-2211,www.garakmental.com/,서울특별시 송파구 송파대로 36가길 22,
정신의료기관,서울특별시,송파구,인성정신과의원,,02-430-6251,,서울특별시 송파구 마천로 276,
정신의료기관,서울특별시,송파구,김선미정신건강의학과의원,,02-408-0711,,서울특별시 송파구 중대로 80,
정신의료기관,서울특별시,송파구,송파서울신경정신과의원,,02-415-8468,,서울특별시 송파구 송파대로 392,준빌딩 2층
정신의료기관,서울특별시,송파구,삼성아이정신과,,02-425-4600,,서울특별시 송파구 송파대로 380,
정신의료기관,서울특별시,송파구,디딤정신과의원,,02-6289-1133,www.didim75.com,서울특별시 송파구 올림픽로 119,파인애플상가 4층 B29호
정신의료기관,서울특별시,송파구,아이나래정신과의원,,02-415-4266　,,서울특별시 송파구 올림픽로 378 4층,
정신의료기관,서울특별시,송파구,잠실아이,정신건강의학과의원,02-2202-7512,,서울특별시 송파구 올림픽로 293-19,104호
정신의료기관,서울특별시,송파구,위드,정신건강의학과의원,02-424-7579,,서울특별시 송파구 송파대로 441 6층,
정신의료기관,서울특별시,송파구,연세주니어,정신과의원,02-418-7522,,서울특별시 송파구 올림픽로 108 8층,
정신의료기관,서울특별시,송파구,경찰병원,,02-3400-1114,www.nph.go.kr,서울특별시 송파구 송이로 123,
정신의료기관,서울특별시,송파구,서울아산병원,,1688-7575,www.amc.seoul.kr,서울특별시 송파구 올림픽로43길 88,
정신의료기관,서울특별시,송파구,마음건강의원,,02-425-6616,www.lpj.co.kr,서울특별시 송파구 송파대로 404,우일빌딩 2층
정신의료기관,서울특별시,송파구,희망가득의원,,02-412-0090,www.braining.co.kr,서울특별시 송파구 올림픽로 100,호창빌딩 6층
정신의료기관,서울특별시,송파구,LPJ아이사랑,정신건강의학과의원,02-425-0103,www.lpj.co.kr,서울특별시 송파구 송파대로 404,우일빌딩 3층
정신의료기관,서울특별시,송파구,해솔정신건강의학과,,02-414-7755,www.haesolclinic.co.kr,서울특별시 송파구 올림픽로 336,
정신의료기관,서울특별시,송파구,이,정신건강의학과의원,02-425-2267,www.lee-mind.com,서울특별시 송파구 석촌호수로 61,트리지움상가빌딩 5층 511호
정신의료기관,서울특별시,송파구,아이마인드의원,,02-423-0975,,서울특별시 송파구 올림픽로 145,리센츠상가 3층
정신의료기관,서울특별시,송파구,LPJ마음건강의원,,02-425-6616,www.lpj.co.kr,서울특별시 송파구 송파대로 404,우일빌딩 4층
정신의료기관,서울특별시,송파구,LPJ정신건강의학과의원,,02-412-1105,www.lpj.co.kr,서울특별시 송파구 송파대로 404-1,여의빌딩 2층
정신의료기관,서울특별시,송파구,서울탑,정신건강의학과의원,02-412-8275,,서울특별시 송파구 올림픽로 114,서경빌딩 5층
정신의료기관,서울특별시,강동구,중앙보훈병원,,02-2225-1111,seoul.bohun.or.kr,서울특별시 강동구 진황도로61길 53,
정신의료기관,서울특별시,강동구,강동성심병원,,02-2224-2114,kangdong.hallym.or.kr,서울특별시 강동구 성안로 150,
정신의료기관,서울특별시,강동구,경희대학교의료원,,1577-5800,neo.khmc.or.kr,서울특별시 강동구 동남로 892,
정신의료기관,서울특별시,강동구,강남정신과의원,,02-482-3500,,서울특별시 강동구 천호대로 997,
정신의료기관,서울특별시,강동구,강동신경정신과의원,,02-487-6220,,서울특별시 강동구 양재대로 1459,
정신의료기관,서울특별시,강동구,강원룡,신경정신과의원,02-478-1070,,서울특별시 강동구 천호대로 1027 4층,
정신의료기관,서울특별시,강동구,김종하정신과의원,,02-488-8855,empathy.co.kr,서울특별시 강동구 천호대로 1123 3층,
정신의료기관,서울특별시,강동구,나우정신과의원,,02-476-7533,,서울특별시 강동구 천호대로 1033 5층,
정신의료기관,서울특별시,강동구,늘푸른정신과의원,,02-474-6007,,서울특별시 강동구 천호대로 1092,213호
정신의료기관,서울특별시,강동구,맑은샘의원,,02-441-8575,www.okstress.com,서울특별시 강동구 양재대로 1655 3층,
정신의료기관,서울특별시,강동구,명일엠의원,,02-481-2541,,서울특별시 강동구 양재대로 1645,
정신의료기관,서울특별시,강동구,밝은미래정신과의원,,02-484-2600,,서울특별시 강동구 천호대로 1006,
정신의료기관,서울특별시,강동구,사과나무,정신건강의학과의원,02-482-5275,appletree-i.com,서울특별시 강동구 올림픽로 654,
정신의료기관,서울특별시,강동구,이수철,신경정신과의원,02-473-2100,,서울특별시 강동구 천호대로 1037,
정신의료기관,서울특별시,강동구,현정신과의원,,02-484-0678,,서울특별시 강동구 천호대로 1006,401호
정신의료기관,서울특별시,강동구,강동연세정신과의원,,02-485-4288,,서울특별시 강동구 진황도로 158,
정신의료기관,서울특별시,강동구,마음안,정신건강의학과의원,02-473-1160,www.mind-an.co.kr,서울특별시 강동구 올림픽로 651 6층,
정신의료기관,서울특별시,강동구,장석하,정신건강의학과의원,02-442-7585,,서울특별시 강동구 올림픽로 787 203호,
정신의료기관,서울특별시,강동구,온맘,정신건강의학과의원,02-427-5342,,서울특별시 강동구 양재대로 1620 6층,
정신의료기관,부산광역시,중구,메리놀병원,,051-465-8801,www.maryknoll.co.kr,부산광역시 중구 중구로 121,
정신의료기관,부산광역시,중구,송인제정신과의원,,051-241-7577,,부산광역시 중구 구덕로 90,
정신의료기관,부산광역시,중구,공감신경정신과의원,,051-469-0018,,부산광역시 중구 대청로97-1,
정신의료기관,부산광역시,서구,이창영신경정신과,,051-242-2112,,부산광역시 서구 구덕로 122,
정신의료기관,부산광역시,서구,고신대학교복음병원,,051-990-6114,www.kosinmed.or.kr,부산광역시 서구 성산길 46,
정신의료기관,부산광역시,서구,동아대학교병원,,051-240-2000,www.damc.or.kr,부산광역시 서구 망양로111번길 65,
정신의료기관,부산광역시,서구,부산대학교병원,,051-240-7000,www.pnuh.co.kr,부산광역시 서구 구덕로 179,
정신의료기관,부산광역시,동구,좋은문화병원,,051-644-2002,www.moonhwa.or.kr,부산광역시 동구 범일로 119,
정신의료기관,부산광역시,동구,김원묵기념 봉생병원,,051-664-4000,www.bongseng.co.kr,부산광역시 동구 중앙대로 401,
정신의료기관,부산광역시,동구,일신기독병원,,051-630-0300,www.ilsin.or.kr,부산광역시 동구 정공단로 27,
정신의료기관,부산광역시,동구,미소인,신경정신과의원,051-634-4664,,부산광역시 동구 범일로120,
정신의료기관,부산광역시,동구,박인순,신경정신과의원,051-467-7520,,부산광역시 동구 중앙대로371,
정신의료기관,부산광역시,동구,부산신경정신과의원,,051-467-4411,,부산광역시 동구 고관로58,
정신의료기관,부산광역시,동구,부산진,신경정신과의원,051-636-8288,,부산광역시 동구 범일로97,
정신의료기관,부산광역시,동구,한정신과의원,,051-441-5071,,부산광역시 동구 중앙대로375,
정신의료기관,부산광역시,영도구,해동병원,,051-412-6161,www.hdh.co.kr,부산광역시 영도구 태종로 133,
정신의료기관,부산광역시,영도구,연세정신과의원,,051-413-0881,,부산광역시 영도구 태종로 103-1,
정신의료기관,부산광역시,영도구,e-맑은정신과의원,,051-415-5307,,부산광역시 영도구 태종로 97,
정신의료기관,부산광역시,부산진구,학교법인 동의병원,,051-867-5101,www.demc.kr,부산광역시 부산진구 양정로 52-57,
정신의료기관,부산광역시,부산진구,인제대학교부속,백병원,051-890-6114,www.paik.ac.kr,부산광역시 부산진구 복지로 75,
정신의료기관,부산광역시,부산진구,온종합병원,,051-607-0114,www.onhospital.org,부산광역시 부산진구 가야대로 721,
정신의료기관,부산광역시,부산진구,김덕호,정신건강의학과의원,051-819-9594,,부산광역시 부산진구 중앙대로 804,
정신의료기관,부산광역시,부산진구,조동환,정신건강의학과의원,051-808-1162,,부산광역시 부산진구 서면로 64,
정신의료기관,부산광역시,부산진구,김용관정신과의원,,051-803-7527,,부산광역시 부산진구 중앙대로 767,
정신의료기관,부산광역시,부산진구,김종길,신경정신과의원,051-806-6144,www.braindoc.co.kr,부산광역시 부산진구 중앙대로 786,
정신의료기관,부산광역시,부산진구,나눔,정신건강의학과의원,051-807-9978,www.nanumclinic.com,부산광역시 부산진구 서면문화로 8,
정신의료기관,부산광역시,부산진구,최영태,정신건강의학과의원,051-633-0312,,부산광역시 부산진구 범일로 135,
정신의료기관,부산광역시,부산진구,서일석,신경정신과의원,051-818-7671,www.mind-farm.co.kr,부산광역시 부산진구 새싹로 39,
정신의료기관,부산광역시,부산진구,송상길,신경정신과의원,051-868-7233,,부산광역시 부산진구 양지로11번길 33,
정신의료기관,부산광역시,부산진구,엄용섭,신경정신과의원,051-894-2425,,부산광역시 부산진구 가야대로 521,
정신의료기관,부산광역시,부산진구,장,정신건강의학과의원,051-898-2933,,부산광역시 부산진구 동평로 108-1,7층
정신의료기관,부산광역시,부산진구,표인수,신경정신과의원,051-802-7353,,부산광역시 부산진구 중앙대로 684,
정신의료기관,부산광역시,부산진구,한사랑,정신건강의학과의원,051-808-3878,,부산광역시 부산진구 가야대로 769,
정신의료기관,부산광역시,부산진구,한얼신,신경정신건강의학과의원,051-802-7142,,부산광역시 부산진구 가야대로 789,
정신의료기관,부산광역시,부산진구,내사랑,정신건강의학과의원,051-802-7142,,부산광역시 부산진구 가야대로784번길,01월 15일
정신의료기관,부산광역시,동래구,한마음,신경정신과의원,051-504-3131,,부산광역시 동래구 충렬대로 134-1,
정신의료기관,부산광역시,동래구,나눔과행복병원,,051-507-7011,,부산광역시 동래구 아시아드대로 261,
정신의료기관,부산광역시,동래구,온사랑병원,,051-555-0808,www.on-sarang.com,부산광역시 동래구 금강로 91,
정신의료기관,부산광역시,동래구,새안락병원,,051-524-2111,,부산광역시 동래구 안락로 94,
정신의료기관,부산광역시,동래구,광혜병원,,051-503-2111,www.khis.co.kr,부산광역시 동래구 충렬대로 96,
정신의료기관,부산광역시,동래구,동래봉생병원,,051-520-5500,www.bongseng.com,부산광역시 동래구 안연로109번길 27,
정신의료기관,부산광역시,동래구,상록병원,,051-555-8009,,부산광역시 동래구 우장춘로17번길 63,
정신의료기관,부산광역시,동래구,대동병원,,051-554-1233,www.ddh.co.kr,부산광역시 동래구 충렬대로 187,
정신의료기관,부산광역시,동래구,강병구,정신건강의학과의원,051-504-3171,,부산광역시 동래구 충렬대로 132,
정신의료기관,부산광역시,동래구,숭인,정신건강의학과의원,051-554-9777,www.humanrespect.co.kr/,부산광역시 동래구 중앙대로 1325,
정신의료기관,부산광역시,동래구,이현정,정신건강의학과의원,051-555-8772,,부산광역시 동래구 충렬대로 248,
정신의료기관,부산광역시,동래구,진,정신건강의학과의원,051-558-5536,,부산광역시 동래구 충렬대로 239,수안메디칼 5층
정신의료기관,부산광역시,동래구,율곡,정신건강의학과의원,051-861-8111,,부산광역시 동래구 충렬대로 171,율곡빌딩
정신의료기관,부산광역시,동래구,황을지,정신건강의학과의원,051-557-8575,,부산광역시 동래구 충렬대로 157,
정신의료기관,부산광역시,남구,BH병원,,051-633-6665,,부산광역시 남구 수영로 165,
정신의료기관,부산광역시,남구,대연성모병원,,051-621-2311,,부산광역시 남구 황령대로 353,
정신의료기관,부산광역시,남구,가나병원,,051-624-6666,www.ganahospital.co.kr,부산광역시 남구 유엔평화로 156,
정신의료기관,부산광역시,남구,오동원,정신건강의학과의원,051-624-7010,,부산광역시 남구 수영로 273,
정신의료기관,부산광역시,남구,리즈,정신건강의학과의원,051-646-6939,,부산광역시 남구 수영로 182-1,
정신의료기관,부산광역시,남구,이수근,정신건강의학과의원,051-611-5878,,부산광역시 남구 수영로 203,
정신의료기관,부산광역시,북구,아하브병원,,051-333-8600,,부산광역시 북구 만덕고개길 84,
정신의료기관,부산광역시,북구,참정신건강의학과의원,,051-336-8520,,부산광역시 북구 만덕대로 12,
정신의료기관,부산광역시,북구,이상수,정신건강의학과의원,051-341-7721,,부산광역시 북구 화명대로 44,
정신의료기관,부산광역시,북구,윤태호,정신건강의학과의원,051-336-7474,,부산광역시 북구 만덕대로 3,
정신의료기관,부산광역시,북구,김윤원,정신건강의학과의원,051-361-8875,,부산광역시 북구 만덕대로 15,
정신의료기관,부산광역시,북구,이상경,정신건강의학과의원,051-336-6500,,부산광역시 북구 만덕대로 21,
정신의료기관,부산광역시,해운대구,밝음마음,정신건강의학과의원,051-746-7272,,부산광역시 해운대구 해운대로 575,
정신의료기관,부산광역시,해운대구,새롬NL,정신건강의학과의원,051-744-4852,www.srnp.co.kr,부산광역시 해운대구 해운대로 643,
정신의료기관,부산광역시,해운대구,해운대자명병원,,051-780-5566,,부산광역시 해운대구 해운대로469번가길,75
정신의료기관,부산광역시,해운대구,강신경정신과의원,,051-701-2772,,부산광역시 해운대구 양운로 82,
정신의료기관,부산광역시,해운대구,박영숙,신경정신과의원,051-525-2175,,부산광역시 해운대구 센텀2로 20,
정신의료기관,부산광역시,해운대구,센텀동,정신건강의학과의원,051-552-3007,,부산광역시 해운대구 센텀2로 15,
정신의료기관,부산광역시,해운대구,아이공감,정신건강의학과의원,051-742-7515,www.igonggam.kr,부산광역시 해운대구 해운대로 369,
정신의료기관,부산광역시,해운대구,해운대자명병원,정신건강의학과의원,051-746-1585,www.haeundaenp.co.kr,부산광역시 해운대구 구남로29번길 38,
정신의료기관,부산광역시,해운대구,인제대학교부속,해운대백병원,051-797-0100,www.paik.ac.kr/haeundae/,부산광역시 해운대구 해운대로 875,
정신의료기관,부산광역시,해운대구,연세주니어,정신건강의학과의원,051-930-0675,,부산광역시 해운대구 해운대로 794,
정신의료기관,부산광역시,사하구,부산정신병원,,051-263-8891,,부산광역시 사하구 하신중앙로 3번 나길 10,
정신의료기관,부산광역시,사하구,괴정병원,,051-205-2611,,부산광역시 사하구 낙동대로 2486,
정신의료기관,부산광역시,사하구,다대자연병원,,051-204-5004,,부산광역시 사하구 장평로1,
정신의료기관,부산광역시,사하구,김준호,신경정신과의원,051-292-6808,,부산광역시 사하구 낙동대로 248,
정신의료기관,부산광역시,사하구,김현정신과의원,,051-201-0250,,부산광역시 사하구 낙동대로 466,
정신의료기관,부산광역시,사하구,우정훈정신과의원,,051-293-7565,,부산광역시 사하구 낙동대로 218,
정신의료기관,부산광역시,사하구,휴신경정신과의원,,051-204-7582,,부산광역시 사하구 낙동대로 451,
정신의료기관,부산광역시,사하구,맑은샘의원,정신건강의학과의원,051-291-7755,,부산광역시 사하구 낙동남로 1392,
정신의료기관,부산광역시,금정구,우리병원,정신건강의학과의원,051-581-8275,www.goodbye-stress.co.kr,부산광역시 금정구 수림로 15 2층,
정신의료기관,부산광역시,금정구,마음향기병원,,051-516-1220,www.smmh.co.kr,부산광역시 금정구 금샘로 56,
정신의료기관,부산광역시,금정구,동래병원,,051-508-0011,www.dongraehospital.co.kr,부산광역시 금정구 체육공원로 608,
정신의료기관,부산광역시,금정구,왈레스기념침례병원,,051-580-1061,,부산광역시 금정구 금단로 200,
정신의료기관,부산광역시,연제구,부산광역시의료원,,051-507-3000,www.busanmc.or.kr,부산광역시 연제구 월드컵대로 339,
정신의료기관,부산광역시,연제구,연산정신병원,,051-866-5050,,부산광역시 연제구 배산북로 50,
정신의료기관,부산광역시,연제구,박성화,신경정신과의원,051-865-1121,,부산광역시 연제구 중앙대로 1114,
정신의료기관,부산광역시,연제구,백성욱,정신건강의학과의원,051-555-3333,,부산광역시 연제구 중앙대로 1108 2층,
정신의료기관,부산광역시,연제구,아이누리&박,정신과의원,051-851-8875,www.baldal.com/,부산광역시 연제구 고분로 2,
정신의료기관,부산광역시,연제구,이영주,신경정신과의원,051-866-5762,,부산광역시 연제구 중앙대로 1050 3층,
정신의료기관,부산광역시,연제구,장대식정신과의원,,051-865-2175,,부산광역시 연제구 중앙대로 1131,
정신의료기관,부산광역시,연제구,정규한,신경정신과의원,051-862-7194,,부산광역시 연제구 중앙대로 1124-31,
정신의료기관,부산광역시,연제구,최,정신건강의학과의원,051-853-3664,,부산광역시 연제구 중앙대로 1111,위드타워 8층
정신의료기관,부산광역시,수영구,신세계,정신건강의학과의원,051-751-1236,www.panic-cbt.com,부산광역시 수영구 수영로 710-1,프라임메디컬센터 10층
정신의료기관,부산광역시,수영구,이채일,정신건강의학과의원,051-756-4455,,부산광역시 수영구 수영로 695 3층,
정신의료기관,부산광역시,수영구,이현숙,정신건강의학과의원,051-752-0075,,부산광역시 수영구 광안로 4,SK view상가 3층
정신의료기관,부산광역시,수영구,좋은강안병원,,051-625-0900,gang-an.or.kr/00main/main.php,부산광역시 수영구 수영로 493,
정신의료기관,부산광역시,수영구,한귀원,정신건강의학과의원,051-612-1119,www.maeumsarang.net,부산광역시 수영구 수영로 394 6층,
정신의료기관,부산광역시,수영구,BHS한서병원,,1666-8275,www.hanseohospital.or.kr,부산광역시 수영구 수영로 615,
정신의료기관,부산광역시,수영구,오름,정신건강의학과의원,051-917-8275,oreumclinic.com,부산광역시 수영구 수영로 466 4층,
정신의료기관,부산광역시,사상구,부산시립정신병원,,051-312-2288,www.bmmh.or.kr,부산광역시 사상구 학감대로39번길 104-36,
정신의료기관,부산광역시,사상구,주례자연병원,,051-324-1004,,부산광역시 사상구 학장로 325,
정신의료기관,부산광역시,사상구,사상중앙병원,,051-305-7001,,부산광역시 사상구 삼덕로5번길85,
정신의료기관,부산광역시,사상구,좋은삼선병원,,051-322-0900,www.samsun.or.kr,부산광역시 사상구 가야대로 326,
정신의료기관,부산광역시,사상구,부산보훈병원,,051-601-6000,busan.bohun.or.kr,부산광역시 사상구 백양대로420,
정신의료기관,부산광역시,사상구,대남병원,,051-324-2227,,부산광역시 사상구 학감대로39번길116,
정신의료기관,부산광역시,사상구,가야신경정신과의원,,051-322-1300,,부산광역시 사상구 가야대로 288,
정신의료기관,부산광역시,사상구,장태섭정신과의원,,051-313-0795,,부산광역시 사상구 광장로 77,
정신의료기관,부산광역시,사상구,우리병원,,051-323-6611,www.woorihospital.org,부산광역시 사상구 사상로 237,
정신의료기관,인천광역시,중구,인하대학교 부속병원,,032-890-2114,www.inha.com,인천광역시 중구 인항로 27,
정신의료기관,인천광역시,중구,인천기독병원,,032-270-8000,www.goich.co.kr,인천광역시 중구 답동로 30번길 10,
정신의료기관,인천광역시,중구,고정선정신과의원,,032-777-1182,www.nparoma.com,인천광역시 중구 우현로 90,
정신의료기관,인천광역시,동구,인천광역시의료원,,032-580-6000,www.icmc.or.kr,인천광역시 동구 방축로217번지,
정신의료기관,인천광역시,남구,인천우리병원,,032-715-5300,www.icnwoori.co.kr/,인천광역시 남구 석바위로53번길 8,
정신의료기관,인천광역시,남구,지성병원,,032-862-5544,www.지성병원.com,인천광역시 남구 아암대로 109,
정신의료기관,인천광역시,남구,인천사랑병원,,032-457-2000,www.saranghospital.com,인천광역시 남구 미추홀대로 726,
정신의료기관,인천광역시,남구,김택수,정신건강의학과의원,032-446-2095,,인천광역시 남구 미추홀대로 716,메인프라자동 301호
정신의료기관,인천광역시,남구,홍정신과의원,,032-865-1986,,인천광역시 남구 경인로 293,
정신의료기관,인천광역시,남구,신광철,정신건강의학과의원,032-867-8202,,인천광역시 남구 인하로 275,
정신의료기관,인천광역시,남구,황원준정신과의원,,032-883-5000,www.stressclinic.co.kr,인천광역시 남구 경인로 399-1,
정신의료기관,인천광역시,남구,조규형,신경정신과의원,032-433-0830,,인천광역시 남구 경인로 431,
정신의료기관,인천광역시,남구,서원벽,신경정신과의원,032-432-9911,,인천광역시 남구 미추홀대로 634,
정신의료기관,인천광역시,남구,김종억,신경정신과의원,032-425-9798,,인천광역시 남구 경인로 462,
정신의료기관,인천광역시,남구,계림정신과의원,,032-862-6804,,인천광역시 남구 경인로325번길 12,
정신의료기관,인천광역시,남구,한동수신경정신과의원,,032-423-3883,,인천광역시 남구 미추홀대로 708,
정신의료기관,인천광역시,연수구,차지현,정신건강의학과의원,032-821-2001,,인천광역시 연수구 청능대로109 5층,
정신의료기관,인천광역시,연수구,박무헌,신경정신과의원,032-819-2178,,인천광역시 연수구 앵고개로 250,연수메디칼 3층
정신의료기관,인천광역시,연수구,마음과마음,정신과의원,032-812-2004,,인천광역시 연수구 청능대로 103,비와이시 3층
정신의료기관,인천광역시,연수구,해솔마음클리닉,소아정신과의원,032-814-8881,www.haesolclinic.co.kr/,인천광역시 연수구 벚꽃로 106,303-1호
정신의료기관,인천광역시,연수구,나사렛국제병원,,032-899-9999,www.nasaret.co.kr,인천광역시 연수구 먼우금로 98,
정신의료기관,인천광역시,연수구,라온정신건강의학과,,032-831-8906,www.raonhappy.co.kr,인천광역시 연수구 컨벤시아대로 69,밀레니엄상가 706호
정신의료기관,인천광역시,남동구,행복드림의원,,032-467-0467,happyclinic.kr/,인천광역시 남동구 호구포로 808,
정신의료기관,인천광역시,남동구,새희망병원,,032-431-2555,www.n-hope.co.kr/,인천광역시 남동구 백범로 403,
정신의료기관,인천광역시,남동구,정진의료재단,영화병원,032-442-2020,www.syhp.co.kr/,인천광역시 남동구 소래역로42,
정신의료기관,인천광역시,남동구,길병원,,1577-2299,www.gilhospital.com,인천광역시 남동구 남동대로 774,
정신의료기관,인천광역시,남동구,예인병원,,032-426-1800,,인천광역시 남동구 논고개로71,가산타워 10층
정신의료기관,인천광역시,남동구,마음돌봄병원,,032-761-7575,www.maumcare.com,인천광역시 남동구 논현로40,더클라스플라자 5층
정신의료기관,인천광역시,남동구,김영익정신과의원,,032-472-5280,,인천광역시 남동구 구월남로 174,
정신의료기관,인천광역시,남동구,성가신경과의원,,032-723-3322,,인천광역시 남동구 남동대로 889,
정신의료기관,인천광역시,남동구,미래신경정신과의원,,032-428-7500,,인천광역시 남동구 성말로 13번길 15,
정신의료기관,인천광역시,남동구,서울,정신건강의학과의원,032-433-5335,,인천광역시 남동구 인하로489번길 28,501호
정신의료기관,인천광역시,부평구,인천성모병원,,1588-9004,www.cmcism.or.kr/,인천광역시 부평구 동수로 57,
정신의료기관,인천광역시,부평구,한마음정신과의원,,032-508-7513,,인천광역시 부평구 경원대로 1366,
정신의료기관,인천광역시,부평구,공감정신과의원,,032-527-5070,,인천광역시 부평구 부평대로 68,동일빌딩 3층
정신의료기관,인천광역시,부평구,인천바오로병원,,032-525-7080,www.paulhospital.co.kr,인천광역시 부평구 장제로 145,302호
정신의료기관,인천광역시,부평구,글로리요양병원,,032-262-9000,www.gloryhospital.com,인천광역시 부평구 길주로 655,
정신의료기관,인천광역시,부평구,부평세림병원,,032-509-5555,iserim.co.kr/,인천광역시 부평구 부평대로 175,
