건강증진센터명,건강증진센터구분,소재지도로명주소,소재지지번주소,위도,경도,건강증진업무내용,운영시작시각,운영종료시각,휴무일정보,건물면적,의사수,간호사수,사회복지사수,영양사수,기타인력현황,기타이용안내,운영기관전화번호,운영기관명,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
울산광역시 북구보건소 건강증진센터,건강증진,"울산광역시 북구 산업로 1018, 2층건강관리센터",울산광역시 북구 연암동 1082,35.5835548619,129.3607258,만성질환 예방 및 관리,09:00,18:00,"공휴일, 주말",943.48,0,3,0,2,운동처방사(2),12:00~13:00 중식시간 이용불가,052-241-8168,울산북구보건소,052-289-3450,울산광역시 북구 보건소,2020-10-15,6310000,울산광역시
김해시정신건강복지센터,정신보건,경상남도 김해시 분성로 227,경상남도 김해시 외동 1261-3,35.23243357,128.8705476,"중증정신질환관리, 자살예방 및 정신건강증진, 아동청소년 정신건강증진",09:00,18:00,"일요일, 공휴일",188.4,1,4,5,0,0,http://gmind.or.kr/,055-329-6323,장유누가병원,055-330-4000,김해시보건소,2020-09-22,5350000,경상남도 김해시
건강증진센터,건강증진,인천광역시 강화군 강화읍 충렬사로 26-1,인천광역시 강화군 강화읍 남산리 324-1,37.7372303913,126.4847095405,체력측정실 비만영양클리닉 금연클리닉 운동체험실 운영,09:00,18:00,토요일 일요일,,0,1,0,3,2,,032-930-4075,강화군보건소,032-930-4044,강화군보건소,2020-09-18,3570000,인천광역시 강화군
건강드림센터,건강증진,경상남도 밀양시 삼문중앙로 41,경상남도 밀양시 삼문동 159-1,35.485619,128.756009,"맞춤 운동처방 및 영양상담, 지역특화 건강증진 및 만성질환 관리 프로그램 운영",09:00,18:00,"토요일, 일요일, 공휴일",346.7,0,0,0,1,"건강운동관리사2, 사회복무요원(1), 공공근로(1)",,055-359-7056,밀양시보건소,055-359-7010,경상남도 밀양시청,2020-07-02,5360000,경상남도 밀양시
완도군건강생활지원센터,건강증진,전라남도 완도군 완도읍 청해진동로 70,,34.3177988290,126.735546,"운동,영양,비만, 절주관리",09:00,18:00,"토, 일, 공휴일",,0,3,0,,,,061-550-6714,,,완도군보건의료원,2020-07-31,4990000,전라남도 완도군
완도군정신건강복지센터,정신보건,전라남도 완도군 완도읍 농공단지길34,,34.3358232898,126.731327,"정신건강복지사업, 자살예방사업",09:00,18:00,주말 및 공휴일,,1,3,3,,,,061-550-6745,,,완도군,2020-07-31,4990000,전라남도 완도군
울주군정신건강복지센터,정신보건,울산광역시 울주군 삼남면 서향교1길 67-12,울산광역시 울주군 삼남면 교동리 1605-1,35.5583314,129.1137710,"중증정신질환자관리, 정신건강증진, 자살예방사업, 아동청소년 정신건강증진 등",09:00,18:00,"토, 일요일,공휴일",102.9,0,2,10,0,임상심리사 1,,052-262-1148,세광병원,052-204-2733,울산광역시 울주군보건소,2020-09-17,3730000,울산광역시 울주군
김포시보건소 건강증진센터,건강증진,경기도 김포시 사우중로 108(김포시보건소),경기도 김포시 사우동 869(김포시보건소),37.6237343863,126.7229474170,"기초체력검사/ 체성분 검사 및 운동처방 상담, 지도/ 대사증후군 상담",09:00,18:00,"토, 일, 공휴일",255,0,1,0,0,운동처방사1명,,031-980-5023,김포시보건소,031-980-5023,경기도 김포시청 보건소,2020-09-02,4090000,경기도 김포시
통합건강증진센터,건강증진,"부산광역시 사하구 하신중앙로185(신평동, 사하구제2청사)",부산광역시 사하구 신평동 646-2,35.09496298,128.9615461,"대사증후군 클리닉, 영양, 금연클리닉, 모바일헬스케어",09:00,18:00,"공휴일, 주말",,0,1,0,1,4,,051-220-5781,사하구 보건소,051-220-5712,사하구보건소,2020-09-23,3340000,부산광역시 사하구
사하구정신건강복지센터,정신보건,"부산광역시 사하구 장림번영로 41, 한국메디칼빌딩 5층(장림동)",부산광역시 사하구 장림동 325-67,35.08083406,128.9699332,"정신건강증진사업, 중증정신질환자관리사업, 아동청소년정신건강증진사업, 자살예방사업",09:00,18:00,"주말, 국가 지정 공휴일",334.73,0,1,13,0,4,,051-263-8891,부산정신병원,051-220-0071,사하구보건소,2020-09-23,3340000,부산광역시 사하구
의령군정신건강복지센터,정신보건,경상남도 의령군 의령읍 의병로 8길 16,경상남도 의령군 의령읍 서동리 534,35.31781892,128.2547695,"정신질환 예방, 상담, 치료연계, 정신질환자 주간재활프로그램 운영, 자살예방 및 정신건강증진 교육 등 군민정신건강증진 도모",09:00,18:00,"매주 토요일, 일요일, 공휴일",229.8,0,5,1,,,정신건강위기상담전화 운영 1577-0199,055-570-4091,의령군보건소,055-570-4022,의령군보건소,2020-09-24,5390000,경상남도 의령군
맞춤형건강클리닉,건강증진,인천광역시 연수구 함박뫼로 13,인천광역시 연수구 청학동 465-4,37.41913159,126.6711606,"치매검진, 당뇨.고혈압 상담 및 검사, 뇌경색.심뇌혈관질환, 정신건강 상담",09:00,18:00,"일요일, 공휴일",30,0,5,0,0,0,검사전날 오후8시 전까지 식사마치고 검사당일 아침 금식,032-749-8104,맞춤형건강클리닉,032-749-8122,인천광역시 연수구 보건소,2020-09-24,3520000,인천광역시 연수구
영광군정신건강복지센터,정신보건,전라남도 영광군 영광읍 신남로4길17,전라남도 영광군 영광읍 남천리 326,35.274681,126.504163,"정신질환자 사례관리및 상담 교육, 정신질환자사회복귀을 위한 프로그램",09:00,18:00,매주토요일+매주일요일+공휴일,,1,2,4,,,6시이후정신건강상담시 콜센터연결1393,061-350-4807,영광기독신하병원,061-350-5666,영광군보건소,2020-09-16,4970000,전라남도 영광군
영덕군정신건강복지센터,정신보건,경상북도 영덕군 영덕읍 경동로 8367,,36.4181546941,129.3676300616,"정신건강증진사업, 중증정신질환관리사업, 생명존중(자살예방)사업, 정신보건 환경조성사업",09:00,18:00,"매주 토요일,일요일,공휴일",,0,2,3,,,,054-730-7161,,,경상북도 영덕군 보건소,2020-07-15,5180000,경상북도 영덕군
보건소 건강증진센터,건강증진,경기도 광주시 중앙로 197,경기도 광주시 송정동 120-8,37.4168248269,127.2564388797,심뇌혈관예방관리+국가금연지원사업+건강생활실천사업+영양플러스사업,09:00,18:00,"매주 토일요일, 공휴일",,0,10,0,2,운동전문인력(1)기타(11),상담 및 교육은 예약제로 운영,031-760-4830,광주시 보건소,031-760-2110,경기도 광주시 보건소,2020-09-23,5540000,경기도 광주시
함평군통합건강관리센터,건강증진,전라남도 함평군 함평읍 중앙길 54-8,전라남도 함평군 함평읍 기각리 253,35.06189599,126.5242477,"신체활동, 영양, 비만 등 건강상담",09:00,18:00,"토, 일, 법정공휴일",245.68,0,0,0,1,2,,061-320-2451,함평군보건소,061-320-2413,함평군보건소,2020-09-22,4960000,전라남도 함평군
건강증진센터,건강증진,강원도 철원군 갈말읍 군탄로 16,강원도 철원군 갈말읍 군탄리960-2,38.1481381984,127.3025601991,"건강증진상담 및 교육, 운동프로그램운영",09:00,18:00,"법정공휴일, 임시 및 대체 공휴일",564.93,0,1,0,1,1,0,033-450-5123,건강증진센터,333-450-5550,철원군보건소,2020-09-21,4300000,강원도 철원군
구리시정신건강증진센터,건강증진,경기도 구리시 건원대로 34번길 84,경기도 구리시 인창동 674-3,37.604755,127.145063,"기초정신건강증진센터 운영, 정신질환자 치료비지원 사업, 아동·청소년 정신건강증진, 자살예방사업",09:00,18:00,"토요일,일요일,공휴일",330,1,9,13,0,0,방문전사전예약,031-550-8614,학교법인 한양학원(소관청 : 한양대학교구리병원),031-550-8628,경기도 구리시청 보건소,2020-07-30,3980000,경기도 구리시
하남시정신건강복지센터,정신보건,경기도 하남시 대청로 9,경기도 하남시 신장동 519-4번지,37.539985,127.213365,"정신건강증진사업, 아동청소년정신건강증진사업, 자살예방사업, 노인자살예방사업",09:00,18:00,"공휴일, 매주 토요일, 일요일",,1,4,14,,2,,031-793-6552,강동성심병원(의료법인 성심의료재단),031-790-5286,경기도 하남시보건소,2020-04-29,4040000,경기도 하남시
보령시보건소 건강증진센터,건강증진,충청남도 보령시 남포면 보령남로 234,충청남도 보령시 남포면 봉덕리 39-1,36.3245091585,126.6023711923,"개인 운동상담 및 체성분 측정, 영양상담, 건강상담",09:00,18:00,"토, 일, 법정공휴일",,0,0,0,1,1,041-930-0900,041-930-5964,보령시보건소,041-930-5964,보령시보건소,2020-09-14,4510000,충청남도 보령시
부산광역시 강서구 정신건강복지센터,정신보건,"부산광역시 강서구 공항진입로 8, ㈜제이슨인터네셔날 2층",부산광역시 강서구 대저2동 1892-2번지 2층,35.1813385091,128.9575791111,자살예방 및 정신건강증진 사업 등,09:00,18:00,"토, 일요일 및 공휴일",297,1,1,13,,1,내소 및 전화로 이용가능,051-973-3418,부산광역시 강서구 정신건강복지센터,051-970-2925,부산광역시 강서구 보건소,2020-09-15,3360000,부산광역시 강서구
광산구정신건강복지센터,정신보건,"광주광역시 광산구 상무대로 239-1, 3층",,35.1406209456,126.7932444811,"정신질환자 사례관리, 정신건강증진사업, 자살예방사업 등",09:00,18:00,"주말, 공휴일",448.3,1,3,12,0,1,없음,062-941-8567,광산구정신건강복지센터,062-960-8765,광산구 건강증진과,2020-07-01,3630000,광주광역시 광산구
검단건강생활지원센터,건강증진,인천광역시 서구 완정로 214 (금곡동),인천광역시 서구 금곡동 729-14,37.60359356,126.6529551,영양관리+대사증후군관리+비만+금연관리+임산부관리+구강건강+건강강좌,09:00,18:00,매주 토요일+일요일+공휴일,,0,3,0,1,운동처방사(1),,032-560-5090,인천광역시 서구 보건소,032-560-5090,인천광역시 서구 보건소,2020-10-15,3560000,인천광역시 서구
영등포구 정신건강복지센터,정신보건,서울특별시 영등포구 당산로 123(당산동3가),,37.52596316,126.8963671,"정신건강 고위험군 조기발견 및 조기개입, 생애주기별 정신건강 예방사업, 정신건강 취약지역 사업자살위기개입 및 관리",09:00,18:00,매주토요일+매주일요일+공휴일,273,0,11,3,0,0,,02-2670-4792,영등포구보건소직영,02-2670-4753,서울특별시 영등포구보건소(건강증진과),2020-10-15,3180000,서울특별시 영등포구
국제도시보건과,건강증진,인천광역시 중구 운남서로 100-1,인천광역시 중구 운남동 1511,37.49363305,126.5309952,"건강생활실천사업(운동,비만,영양,절주), 방문건강관리사업, 영양플러스사업, 모자보건사업, 치매관리 및 정신보건사업, 예방접종사업 등",09:00,18:00,토요일+일요일+공휴일,,1,14,0,1,11,,032-760-6804,국제도시보건과,032-760-6010,인천광역시 중구청,2020-10-15,3490000,인천광역시 중구
대구광역시 중구정신건강복지센터,정신보건,대구광역시 중구 태평로 45 중구보건소 3층,"대구광역시 중구 태평로3가 174-1, 중구보건소 3층",35.8779043552,128.583346,"중증정신질환자 관리, 자살예방 및 정신건강증진, 아동청소년 정신건강증진",09:00,18:00,"토요일, 일요일, 공휴일",132.6,1,1,6,0,정신건강임상심리사(2),"주말,야간 정신건강상담전화 1577-0199",053-256-2900,경북대학교병원,053-661-3853,대구광역시 중구보건소,2020-07-13,3410000,대구광역시 중구
남해군정신건강복지센터,정신보건,경상남도 남해군 남해읍 선소로 6,,34.84475014,127.8987863,"중증정신질환자관리, 주간재활프로그램운영",09:00,18:00,토요일+일요일+공휴일,307.55,1,3,3,0,0,,055-860-8785,남해군보건소,055-860-8785,남해군 보건소,2020-10-14,5430000,경상남도 남해군
남해군정신건강복지센터,정신보건,경상남도 남해군 남해읍 선소로 6,,34.84475014,127.8987863,"중증정신질환자관리, 주간재활프로그램운영",09:00,18:00,토요일+일요일+공휴일,307.55,1,3,3,0,0,,055-860-8785,남해군보건소,055-860-8785,남해군 보건소,2020-10-14,5430000,경상남도 남해군
원주시정신건강복지센터,정신보건,강원도 원주시 원일로 139,강원도 원주시 일산동 211,37.3515821,127.9467619,"정신질환관리, 지역주민 정신건강증진, 아동청소년 정신건강증진, 자살예방사업 등",09:00,18:00,토요일+일요일+공휴일,431.6,1,13,11,0,1,,033-746-0199,연세대학교 원주산학협력단,033-737-4083,강원도 원주시 보건소,2020-05-18,4190000,강원도 원주시
부산서구정신건강복지센터,정신보건,부산광역시 서구 부용로30,부산광역시 서구 부용동2가 86,35.10743623,129.018061,"중증정신질환자관리사업, 정신건강증진사업, 아동청소년정신보건사업, 자살예방사업",09:00,18:00,토요일+일요일+공휴일,,1,6,8,0,임상심리사(3),상담시 전화예약,051-246-1981,인제대학교 산학협력단,051-242-4000,부산광역시 서구 보건소,2020-09-17,3260000,부산광역시 서구
예산군보건소 건강증진센터,건강증진,충청남도 예산군 예산읍 군청로 22,충청남도 예산군 예산읍 예산리 777,36.68088054,126.8448507,"건강증진사업, 건강상담",09:00,18:00,토요일 + 일요일,4654.11,2,2,1,1,운동처방사(1),,041-339-6080,예산군보건소,041-339-6080,충남 예산군보건소,2020-10-13,4610000,충청남도 예산군
예산군정신건강복지센터,정신보건,충청남도 예산군 예산읍 군청로 22,충청남도 예산군 예산읍 예산리 777,36.68088054,126.8448507,"정신건강증진사업, 자살예방사업",09:00,18:00,토요일 + 일요일,4654.11,1,2,4,,,의사상담 사전예약,041-339-6111,예산군보건소,041-339-6111,충남 예산군보건소,2020-10-13,4610000,충청남도 예산군
예산정신요양원,정신보건,충청남도 예산군 예산읍 간양길 258,충청남도 예산군 예산읍 간양리 46,36.72533069,126.8784205,만정 정신질환자 요양 및 보호,00:00,00:00,없음,629.65,1,1,3,1,시설장(1)+사무국장(1)+사무원(1)+정신보건전문요원(2)+작업지도원(1)+조리원(2)+위생원(1)+경비원(1)+안전요원(1),,041-334-7951,예산정신요양원,041-339-6113,충남 예산군보건소,2020-10-13,4610000,충청남도 예산군
강릉남부건강생활지원센터,건강증진,강원도 강릉시 성덕포남로 80-22,강원도 강릉시 입암동 58,37.76323576,128.9188351,"건강마을만들기, 심뇌혈관질환예방사업, 한의약건강증진사업, 소생활권맞춤형건강증진사업",09:00,18:00,공휴일,,1,6,0,1,4,,033-660-2480,강릉시보건소,033-660-2480,강릉시보건소,2020-10-13,4200000,강원도 강릉시
건강증진실,건강증진,경상북도 봉화군 봉화읍 봉화로 1203,경상북도 봉화군 봉화읍 내성리 285,36.890511,128.7420904,건강증진,09:00,18:00,"토요일,일요일,공휴일",,0,0,0,1,0,,054-679-6736,경상북도 봉화군 보건소,054-679-6732,경상북도 봉화군 보건소,2020-10-12,5240000,경상북도 봉화군
정신건강복지센터,정신보건,경상북도 봉화군 봉화읍 봉화로 1203,경상북도 봉화군 봉화읍 내성리 285,36.890511,128.7420904,"정신건강증진사업,중증정신질환관리사업,자살예방사업,아동청소년 정신건강사업",09:00,18:00,"토요일,일요일,공휴일",,1,3,6,,심리상담사(1),,054-674-1126,태훈의료재단,054-679-6791,경상북도 봉화군 보건소,2020-10-12,5240000,경상북도 봉화군
금산군정신건강복지센터,건강증진,충청남도 금산군 금산읍 금산로 1559,충청남도 금산군 금산읍 중도리 203-1,36.112082,127.491624,"만성정신질환자관리, 자살예방사업, 아동청소년 정신건강사업",09:00,18:00,"매주 일요일, 공휴일",195,0,2,8,0,1,,041-751-4721,충남대학교 간호과학연구소,041-750-4364,충청남도 금산군 보건소,2020-09-28,4550000,충청남도 금산군
강북구구민건강관리센터,건강증진,서울특별시 강북구 삼양로 19길 154,서울특별시 강북구 미아동 1353-8,37.6170482,127.015605,"내과진료, 운동상담 및 처방",09:00,18:00,공휴일휴무,1492,1,1,0,1,1,,02-901-4801,강북구보건소,02-901-7612,강북구보건소,2020-09-17,3080000,서울특별시 강북구
암태건강증진센터,건강증진,전라남도 신안군 암태면 승봉로 38,전라남도 신안군 암태면 단고리 970-2,34.8262330001,126.1101211406,"의과,치과,한의과 진료",09:00,18:00,"토요일,일요일,공휴일",977,5,2,0,,,,061-271-1573,암태면보건지소,061-271-1004,신안군청,2020-09-28,5010000,전라남도 신안군
하의건강증진센터,건강증진,전라남도 신안군 하의면 하의로 250,전라남도 신안군 하의면 웅곡리 251-1,34.605756,126.0357690838,"의과,치과,한의과 진료",09:00,18:00,"토요일,일요일,공휴일",999.7,5,2,0,,,,061-275-4024,하의면보건지소,061-271-1004,신안군청,2020-09-28,5010000,전라남도 신안군
가거도건강증진센터,건강증진,전라남도 신안군 흑산면 가거도길 36,전라남도 신안군 흑산면 가거도리 산 136-15,34.052388,125.1266340520,"의과,치과,한의과 진료",09:00,18:00,"토요일,일요일,공휴일",900,4,1,0,,,,061-246-3585,가거도보건지소,061-271-1004,신안군청,2020-09-28,5010000,전라남도 신안군
홍도건강증진센터,건강증진,전라남도 신안군 흑산면 홍도 1길 32,전라남도 신안군 흑산면 홍도리 119,34.6831525866,125.191718,"의과,치과,한의과 진료",09:00,18:00,"토요일,일요일,공휴일",768,4,2,0,,,,061-246-3701,홍도보건지소,061-271-1004,신안군청,2020-09-28,5010000,전라남도 신안군
고흥군 보건소 건강증진센터,정신보건,전라남도 고흥군 고흥읍 등암3길 5,전라남도 고흥군 고흥읍 등암리 1258-21,34.592431,127.268515,"기초체력 및 체성분 측정 건강 및 영양, 신체활동 상담 지도 등",09:00,18:00,"토,일요일",641,0,0,0,1,1,평일 09:00~18:00,061-830-6635,직영,061-830-5562,고흥군보건소,2020-09-29,4880000,전라남도 고흥군
건강생활지원센터,건강증진,전라남도 순천시 팔마3길 14-7,전라남도 순천시 연향동 1682,34.9346569,127.5163774,"1. 5대 필수사업(금연, 절주, 영양, 신체활동, 만성질환 예방 및 관리)2. 원스톱 건강관리 사업(건강, 영양, 체력관리) 3. 건강 생활터 중심의 만성질환 관리사업 4. 지역사회 자원 협력 연계 사업추진 5. 주민주도 자조모임 활용 및 확대 운영6. 시민의 마음속으로 전문 서비스 제공7. 취약계층 건강관리 사업 8. 건강증진 프로그램 운영",09:00,18:00,주말휴무공휴일 휴무,,2,4,0,,스포츠지도사 1명,"층별이용안내1층- 건강상담실 :  혈압, 혈당, 콜레스테롤, 빈혈, 간기능 검사, 당화혈색소, 치매검사, 모바일헬스케어, 스트레스 측정, 금연 절주 등 건강상담 - 영양상담실 : 체성분 측정 및 영양 상담 - 소교육실(골반근",061-749-4260,순천시건강생활지원센터,061-749-6905,순천시보건소,2019-08-28,4820000,전라남도 순천시
대전광역시중구정신건강복지센터,정신보건,대전광역시 중구 수도산로 15,대전광역시 중구 대흥동 365-17,36.3203561,127.4258843,"중증정신질환자관리, 자살예방 및 정신건강증진사업, 아동청소년 정신건강증진사업",09:00,18:00,"토요일, 공휴일",294.57,1,2,11,,,,042-257-9930,가톨릭대학교 대전성모병원,042-288-8164,대전광역시 중구,2020-09-03,3650000,대전광역시 중구
통합건강증진센터,건강증진,경상북도 포항시 북구 삼흥로 98,경상북도 포항시 북구 장성동 1363,36.0706618169,129.3804374280,"대사증후군 관리 원스톱 운영, 생애주기별, 생활터별 건강증진 프로그램 운영, 모바일헬스케어 운영",09:00,18:00,"토요일, 일요일, 공휴일",336,0,2,0,1,운동처방사 1명,,054-270-4105,통합건강증진센터,054-270-4105,포항시 북구보건소,2020-08-24,5020000,경상북도 포항시
통합건강증진센터,건강증진,경상북도 포항시 남구 동해안로 6119,경상북도 포항시 남구 인덕동 161-1,35.99244128,129.396245,"대사증후군 관리 원스톱 운영, 생애주기별, 생활터별 건강증진 프로그램 운영, 모바일헬스케어 운영",09:00,18:00,"토요일, 일요일, 공휴일",,0,2,0,1,운동처방사 1명,,054-270-4081,통합건강증진센터,054-270-4081,포항시 남구보건소,2020-08-24,5020000,경상북도 포항시
동래구정신건강복지센터,정신보건,부산광역시 동래구 명륜로187번길 56,부산광역시 동래구 명륜동 702-54,35.21140793,129.0798561,지역정신건강증진,09:00,18:00,공휴일 휴무,103,1,0,15,,0,0,051-507-7306,동래구보건소(상록병원위탁),051-550-6696,동래구보건소,2020-08-17,3300000,부산광역시 동래구
기장군 정신건강증진센터,정신보건,부산광역시 기장군 정관읍 용수로 11,부산광역시 기장군 정관읍 용수리 1314-1,35.32519573,129.1793749,정신건강증진사업 자살예방사업 중증정신질환자 관리 등,09:00,18:00,토요일 일요일 공휴일,63.5,1,4,8,0,2,예약 후 방문,051-709-2983,인제대학교 해운대백병원,051-709-2934,부산광역시 기장군 보건소,2020-08-24,3400000,부산광역시 기장군
건강증진센터,건강증진,경기도 오산시 경기동로 59,경기도 오산시 오산동 25,37.15936876,127.0778335,"대사증후군관리, 영양관리, 비만관리, 신체활동교육",09:00,18:00,"토요일, 일요일, 공휴일",,0,2,0,1,운동처방사(2),대사증후군 검사 전날 최소 10시간 금식,031-8036-6071,오산시보건소,031-8036-6025,오산시보건소,2020-09-01,4000000,경기도 오산시
울산중구정신건강복지센터,정신보건,울산광역시 중구 외솔큰길 225 중구보건소 3층(남외동),"울산광역시 중구 남외동 603-2, 중구보건소 3층",35.569483,129.350445,"중증정신건강사업, 자살예방사업, 아동 청소년 정신건강증진사업",09:00,18:00,"토요일, 일요일, 공휴일",330,1,1,8,0,임상심리사(4),,052-292-2900,사람이 소중한 병원,052-290-4361,울산광역시 중구보건소,2020-07-06,3690000,울산광역시 중구
거창군정신건강복지센터,건강증진,경상남도 거창군 거창읍 거함대로 3079,경상남도 거창군 거창읍 송정리 332-3,35.6809363016,127.8987273799,"재가정신보건대상자 등록 관리, 주간재활프로그램 운영, 지역주민 정신건강상담 및 지원, 자살예방사업 등",09:00,18:00,"토요일,일요일,공휴일",192,1,7,0,0,0,정신건강의학과 전문의 상담 필요시 사전 연락요망,055-940-8388,경상남도 거창군보건소,055-940-8310,경상남도 거창군청,2020-07-23,5470000,경상남도 거창군
양양군정신건강복지센터,정신보건,강원도 양양군 양양읍 양양로 9-5,강원도 양양군 양양읍 연창리 203-5,38.0778452835,128.6274870672,"만성정신질환자관리,정신건강증진사업,생명존중사업",09:00,18:00,"토,일요일,공휴일",80,1,2,5,0,0,,033-673-0197,강릉동인병원,033-670-2496,양양군보건소,2020-07-03,4350000,강원도 양양군
울릉군 통합건강증진실,건강증진,경상북도 울릉군 울릉읍 울릉순환로 396-18,,37.48590672,130.8988326,"통합건강증진사업(금연, 절주, 신체활동, 영양구강, 심뇌혈관질환예방관리, 아토피천식, 여성어린이특화, 재활, 방문건강관리 등), 기초건강측정(혈압, 혈당, 염도, CO)",09:00,18:00,"토,일요일 및 공휴일",,0,1,3,0,1,보건학전공자 1,054-790-6826,-,054-790-6823,울릉군보건의료원,2020-07-13,5260000,경상북도 울릉군
상주시정신건강복지센터,정신보건,경상북도 상주시 경상대로 3023,경상북도 상주시 무양동 33-4,36.4169133052,128.1508540741,"중증정신질환자관리, 정신건강증진, 자살예방",09:00,18:00,"매주 토요일, 일요일, 공휴일",130.9,1,1,8,0,0,정신과 전문의 상담 예약 필수,054-536-0668,의료법인 심천의료재단,054-537-5251,상주시보건소,2020-07-13,5110000,경상북도 상주시
광명시시민건강증진센터,건강증진,경기도 광명시 광명로 942-1,경기도 광명시 광명동 92-10,37.4827815427,126.8562961217,"건강기초검사 및 상담, 어린이 건강체험관, 어르신 운동 프로그램 운영",09:00,18:00,법정공휴일,,0,2,0,2,"2(행정,청원경찰)",건물 3층 치매안심센터 위치,02-2680-0975,광명시보건소,02-2680-0965,광명시보건소,2020-07-15,3900000,경기도 광명시
삼척시정신건강복지센터,정신보건,강원도 삼척시 척주로 76,강원도 삼척시 남양동 347-4,37.443752300,129.172212905,자살예방 및 정신건강증진사업,09:00,18:00,매주토·일요일+공휴일,,1,2,9,,,,033-574-0190,의료법인 동해동인의료재단,033-570-4696,강원도 삼척시보건소,2020-07-27,4240000,강원도 삼척시
울산광역시 동구보건소 건강증진센터,건강증진,울산광역시 동구 봉수로 155,울산광역시 동구 화정동 222,35.5047924215,129.4165894372,장애인 전용 건강증진 프로그램 운영,09:00,18:00,"공휴일, 주말",277.38,0,1,0,0,"물리치료사(2), 운동처방사(1)",12:00~13:00 중식시간 이용불가,052-209-4058,울산동구보건소,052-209-4053,울산광역시동구보건소,2020-07-15,3710000,울산광역시 동구
울산광역시동구정신건강증진센터,정신보건,울산광역시 동구 봉수로 155,울산광역시 동구 화정동 222,35.5047924215,129.4165894372,"만성정신질환자관리, 지역주민 정신건강증진, 아동청소년정신보건, 자살예방사업",09:00,18:00,"공휴일, 주말",178.5,1,0,7,0,정신보건임상심리사(2),12:00~13:00 중식시간 이용불가,052-209-1040,울산대학교병원,052-209-6968,울산광역시동구보건소,2020-07-15,3710000,울산광역시 동구
마산정신건강복지센터,정신보건,경상남도 창원시 마산합포구 월영동북로 15,경상남도 창원시 마산합포구 해운동 61-1,35.18239943,128.5628985,"중증정신질환자 관리, 자살예방 및 정신건강증진, 아동청소년정신건강증진",09:00,18:00,매주 토요일+일요일+공휴일,,1,1,4,,임상심리사(1),,055-225-6032,마산보건소 건강관리과,055-225-6031,경상남도 창원시청,2020-07-14,5670000,경상남도 창원시
진해구건강증진센터,건강증진,경상남도 창원시 진해구 진해대로 1101,경상남도 창원시 진해구 풍호동 1,35.13143307,128.7101598,"맞춤형운동처방실, 건강증진프로그램 운영",09:00,17:00,매주 토요일+일요일+공휴일,,0,1,0,1,운동처방사(2),,055-225-6187,진해보건소 보건행정과,055-225-6101,경상남도 창원시청,2020-07-14,5670000,경상남도 창원시
창원정신건강복지센터,정신보건,경상남도 창원시 의창구 중앙대로 162번길 9,경상남도 창원시 의창구 신월동 96-2,35.2278522640,128.6855358235,정신건강증사업 및 자살예방사업,09:00,18:00,매주 토요일+일요일+공휴일,131.9,1,2,5,,,,055-287-1223,청아의료재단 동서병원,055-225-5794,경상남도 창원시청,2020-07-14,5670000,경상남도 창원시
신대건강생활지원센터,건강증진,전라남도 순천시 해룡면 신대로 142,전라남도 순천시 해룡면 신대리 1980-1,34.9346569,127.5163774,"1. 5대 필수사업(금연, 절주, 영양, 신체활동, 만성질환 예방 및 관리)2. 원스톱 건강관리 사업(건강, 영양, 체력관리) 3. 건강 생활터 중심의 만성질환 관리사업 4. 지역사회 자원 협력 연계 사업추진 5. 주민주도 자조모임 활용 및 확대 운영6. 시민의 마음속으로 전문 서비스 제공7. 취약계층 건강관리 사업 8. 건강증진 프로그램 운영",09:00,18:00,주말휴무공휴일 휴무,,2,4,0,,스포츠지도사 1명,"층별이용안내1층- 건강상담실 :  혈압, 혈당, 콜레스테롤, 빈혈, 간기능 검사, 당화혈색소, 치매검사, 모바일헬스케어, 스트레스 측정, 금연 절주 등 건강상담 - 영양상담실 : 체성분 측정 및 영양 상담 - 소교육실(골반근",061-749-4260,순천시건강생활지원센터,061-749-6905,순천시보건소,2019-08-28,4820000,전라남도 순천시
해남건강누리센터,건강증진,전라남도 해남군 해남읍 해남로 46,,34.5704605088,126.6120436243,"운동·영양상담, 금연상담, 체력단련",09:00,18:00,매주토요일+매주일요일+공휴일,,0,0,2,,,,061-531-3786,,,전라남도 해남군 보건소,2020-07-14,4930000,전라남도 해남군
서초구정신건강복지센터,정신보건,서울특별시 서초구 염곡말길 9,서울특별시 서초구 염곡동 180-2,37.4619252,127.051135,정신건강업무,09:00,18:00,"공휴일, 매주 토,일",248.9,2,6,5,0,심리상담사(2),,02-2155-8215,서초구보건소 건강관리과,02-2155-8226,서울특별시 서초구 보건소,2019-05-30,3210000,서울특별시 서초구
세종시정신건강복지센터,정신보건,세종특별자치시 조치원읍 수원지1길 16,세종특별자치시 조치원읍 평리 12,36.60725962,127.3000177,정신건강증진 및 자살예방사업,09:00,18:00,"토요일, 공휴일",,1,3,7,,,,044-861-8520,충남대학교병원,,세종특별자치시 보건소,2018-07-24,5690000,세종특별자치시
영동군정신건강증진센터,정신보건,충청북도 영동군 영동읍 반곡동길 7,충청북도 영동군 영동읍 매천리 444-1,36.1684685,127.7759821,"정신건강증진, 자살예방, 아동청소년정신보건",09:00,18:00,"토요일, 일요일, 법정공휴일",,0,3,2,,,,043-740-5610,영동군청 보건소,043-740-5624,충청북도 영동군청,2018-02-23,4440000,충청북도 영동군
